caseNum,date,confidence,species,age,pathogen,numFish,fish,numPositive,prevalence,comments,location,latitude,longitude
C06-021,3/9/06,High,SALA,NR,,4,FALSE,0,0,Arizona tiger salamanders,"Bishop, California",37.3667984,-118.3953476
C06-022,3/13/06,High,SH,yearling,,60,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C06-023,3/14/06,High,COHO,fing,,60,TRUE,0,0,Aquaseed Coho,"Silverado, California",33.74740982,-117.6385727
C06-024,3/14/06,High,RT,fing,,60,TRUE,0,0,,"Silverado, California",33.74740982,-117.6385727
C06-025,3/16/06,High,COHO,yearling,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C06-026,3/2/06,High,SH,adult,,8,FALSE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C06-027,3/17/06,High,BK,fry,CTV like,7,TRUE,1,0.142857143,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C06-028,3/21/06,High,RT,adult,,60,TRUE,0,0,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C06-029,3/22/06,High,CT,adult,,30,TRUE,0,0,coastal cutthroat,"HSU Hatchery, California",37.25510025,-119.6175232
C06-030,3/24/06,High,SH,yearling,,60,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C06-031,3/27/06,Medium,LMB,fing,,60,TRUE,0,0,import from Taiwan,"Lazy Q Fish Ranch, California",37.25510025,-119.6175232
C06-032A,3/29/06,Low,RT,fing,,50,TRUE,0,0,,"Jess Ranch, California",37.7374644,-121.5884091
C06-032B,3/29/06,Low,RT,adult,,10,TRUE,0,0,,"Jess Ranch, California",37.7374644,-121.5884091
C06-033,3/29/06,High,RT,fing,,5,TRUE,0,0,,"Fillmore Trout Hatchery, California",34.39847183,-118.9133224
C06-034,3/29/06,High,RT,NR,,60,TRUE,0,0,,"Mt Lassen -- Jeffcoate East, California",37.25510025,-119.6175232
C06-035,3/29/06,High,RT,NR,,60,TRUE,0,0,,"Mt Lassen -- McIntosh, California",37.25510025,-119.6175232
C06-036A,4/3/06,High,BN,NR,,40,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C06-036B,4/3/06,High,RT,NR,,20,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C06-037,4/17/06,High,SH,fry,,60,TRUE,0,0,SH-Nimbus,"Silverado, California",33.74740982,-117.6385727
C06-038,4/18/06,High,KOK,fing,,60,TRUE,0,0,KOK-Buck's Lake,"San Joaquin , California",36.74862289,-120.5013504
C06-039,4/18/06,High,KOK,fing,,60,TRUE,0,0,KOK-Stampede,"San Joaquin , California",36.74862289,-120.5013504
C06-040,4/18/06,High,KOK,fing,,60,TRUE,0,0,KOK-Taylor Crk,"San Joaquin , California",36.74862289,-120.5013504
C06-041,4/20/06,High,CT,NR,,60,TRUE,0,0,CT-Lahontan,"June Lake, California",37.78025055,-119.0751038
C06-042,4/26/06,High,RT,adult,,60,TRUE,0,0,,"Pine Creek, California",37.90076828,-121.9925766
C06-043,5/1/06,High,CHIN,fry,IHN,16,TRUE,3,0.1875,sn Ab type 2; seq S,"Nimbus, California",38.62945175,-121.2159576
C06-044,5/2/06,High,SH,yearling,,60,TRUE,0,0,,"HSU Hatchery, California",37.25510025,-119.6175232
C06-045,5/8/06,High,RT,fing,,15,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-046,5/9/06,High,KOK,fing,,60,TRUE,0,0,KOK-Bucks Lk,"American River Hatchery, California",37.25510025,-119.6175232
C06-047,5/9/06,High,KOK,fing,,60,TRUE,0,0,KOK-Taylor Crk,"American River Hatchery, California",37.25510025,-119.6175232
C06-048,5/10/06,High,KOK,fing,,60,TRUE,0,0,KOK-Stampede,"American River Hatchery, California",37.25510025,-119.6175232
C06-049,5/10/06,High,RT,adult,,60,TRUE,0,0,,"Junction Reservoir, California",38.33605576,-119.4776077
C06-050,5/11/06,High,CHIN,fing,,60,TRUE,0,0,,"Rowdy Creek, California",41.92432022,-124.1439133
C06-051,5/16/06,High,SH,fing,,3,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-052,5/17/06,High,CHIN,fing,,60,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C06-053,5/20/06,High,KOK,fing,IHN,4,TRUE,2,0.5,,"Nimbus, California",38.62945175,-121.2159576
C06-054,5/22/06,High,RT,fing,,1,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-055,5/24/06,High,RT,fing,,5,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-056A,5/25/06,High,CT,adult,,30,TRUE,0,0,,"Heenan Lake, California",38.65074158,-119.6596603
C06-056B,5/25/06,High,CT,adult,,30,TRUE,0,0,4/6 Ns pcr+,"Heenan Lake, California",38.65074158,-119.6596603
C06-057A,5/30/06,High,KOK,fing,IHN,3,TRUE,3,1,,"Nimbus, California",38.62945175,-121.2159576
C06-057B,5/30/06,High,RT,fing,,5,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-058A,6/1/06,High,CHIN,fing,IHN,20,TRUE,16,0.8,mid raceway,"Nimbus, California",38.62945175,-121.2159576
C06-058B,6/1/06,High,CHIN,fing,IHN,20,TRUE,9,0.45,mid raceway,"Nimbus, California",38.62945175,-121.2159576
C06-058C,6/1/06,High,CHIN,fing,IHN,5,TRUE,5,1,symptomatic,"Nimbus, California",38.62945175,-121.2159576
C06-058D,6/1/06,High,CHIN,fing,IHN,5,TRUE,3,0.6,symptomatic,"Nimbus, California",38.62945175,-121.2159576
C06-059,6/1/06,High,RT,fing,,1,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-060A,6/7/06,High,KOK,fing,,5,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-060B,6/7/06,High,RT,fing,,5,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-061A,6/12/06,High,KOK,fing,IHN,30,TRUE,1,0.033333333,,"Nimbus, California",38.62945175,-121.2159576
C06-061B,6/12/06,High,RT,fing,,30,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-062,6/13/06,High,SH,fing,,1,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-063,6/13/06,High,CT,yearling,,60,TRUE,0,0,Heenan 0/12 Ns pcr,"Hot Creek, California",37.70129013,-118.7706528
C06-064,6/14/06,High,KOK,fing,,2,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-065A,6/17/06,High,RT,NR,,16,TRUE,0,0,,"Folsom Lake, California",38.74128723,-121.1215057
C06-065B,6/17/06,High,CHIN,2-3 yr,,1,TRUE,0,0,,"Folsom Lake, California",38.74128723,-121.1215057
C06-066,6/20/06,High,LMB,fry,,4,FALSE,0,0,,"Gino's Fish Farm, California",37.25510025,-119.6175232
C06-067,6/20/06,High,SH,fing,,1,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C06-068A,6/22/06,High,GT,adult,,60,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C06-068B,6/22/06,High,GT,adult,,60,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C06-069,6/29/06,High,Gambusia,NR,,60,TRUE,0,0,,"Riggs Farm, California",37.25510025,-119.6175232
C06-070,6/29/06,High,CT,wild,,15,TRUE,0,0,Lahontan,"Austin Meadows, California",37.3223381,-121.838623
C06-071,6/29/06,High,SB,0,,2,TRUE,0,0,,"San Francisco Bay, California",37.71111679,-122.2982483
C06-072,7/10/06,Low,CC,fry,,30,TRUE,0,0,,"Shadow Lake Ranch, California",35.30890178,-119.0870821
C06-073,7/10/06,High,CHIN,post smolt,,10,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-073,7/10/06,High,CHIN,post smolt,IHN,10,TRUE,6,0.6,sera pool(1-5) :0; pool(6-10) :200 IHN Ab,"Nimbus, California",38.62945175,-121.2159576
C06-074,7/19/06,High,SH,fing,,6,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-075,7/26/06,High,CHIN,post smolt,,10,TRUE,0,0,"sera :0,0,:200,0,:400 IHN Ab","Nimbus, California",38.62945175,-121.2159576
C06-075,7/26/06,High,CHIN,post smolt,,10,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-075,7/26/06,High,RT,fing,,10,TRUE,0,0,sera :0 IHN AB,"Nimbus, California",38.62945175,-121.2159576
C06-075,7/26/06,High,RT,fing,,10,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C06-076,7/31/06,High,Delta smelt,NR,,9,TRUE,0,0,,"Delta, California",40.94248962,-122.427002
C06-077,8/3/06,High,CHIN,post smolt,,10,TRUE,0,0,"sera:0,200,50,50,0 IHN Ab","Nimbus, California",38.62945175,-121.2159576
C06-077,8/3/06,High,CHIN,post smolt,,10,TRUE,0,0,"sera RT: 0,0,0","Nimbus, California",38.62945175,-121.2159576
C06-078,8/29/06,High,RT,NR,,2,TRUE,0,0,,"Fillmore Trout Hatchery, California",34.39847183,-118.9133224
C06-079,9/8/06,High,CP-KOI,various,,9,TRUE,0,0,sampleL2 KHVpcr+;ELISA 0.795,"Golden State Fisheries, California",37.25510025,-119.6175232
C06-080,9/12/06,High,BF,tadpole,,15,TRUE,0,0,,"Coyote Creek, California",37.46199417,-122.0165024
C06-081a,9/25/06,High,CHIN,adult,IHN,60,TRUE,12,0.2,SCS,"Feather River, California",40.25603485,-121.1524277
C06-081b,9/25/06,High,CHIN,adult,IHN,60,TRUE,11,0.183333333,sn Ab type 2/SCS,"Feather River, California",40.25603485,-121.1524277
C06-081c,9/25/06,High,CHIN,adult,IHN,60,TRUE,10,0.166666667,SCS,"Feather River, California",40.25603485,-121.1524277
C06-82a,9/26/06,High,CHIN,adult,IHN,60,TRUE,4,0.066666667,FCS,"Feather River, California",40.25603485,-121.1524277
C06-82b,9/26/06,High,CHIN,adult,IHN,60,TRUE,10,0.166666667,FCS,"Feather River, California",40.25603485,-121.1524277
C06-82c,9/26/06,High,CHIN,adult,IHN,60,TRUE,4,0.066666667,FCS,"Feather River, California",40.25603485,-121.1524277
C06-83,9/26/06,High,SH,NR,,2,TRUE,0,0,,"Malibu Creek, California",34.14796448,-118.8467941
C06-84,10/5/06,High,GC,NR,,60,TRUE,0,0,,"Imperial Irrigation, California",37.25510025,-119.6175232
C06-85,10/6/06,High,CHIN,adult,Paramyxo,60,TRUE,1,0.016666667,,"Trinity River, California",41.184532,-123.706795
C06-86a,10/11/06,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Feather River, California",40.25603485,-121.1524277
C06-86b,10/11/06,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Feather River, California",40.25603485,-121.1524277
C06-86c,10/11/06,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Feather River, California",40.25603485,-121.1524277
C06-87,10/11/06,High,CHIN,adult,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C06-88,10/12/06,High,KOK,adult,,60,TRUE,0,0,,"Stampede, California",37.25510025,-119.6175232
C06-89,10/18/06,High,CHIN,adult,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C06-90,10/25/06,High,RT,yearling,,60,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-91,10/23/06,High,CHIN,adult,IHN,10,TRUE,8,0.8,sn Ab type 2/FCS,"Feather River, California",40.25603485,-121.1524277
C06-92,10/31/06,High,RT,yearling,,60,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C06-93,10/31/06,High,BK,adult,,60,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C06-94,10/30/06,High,CHIN,adult,,60,TRUE,0,0,FCS,"Trinity River, California",41.184532,-123.706795
C06-95,11/7/06,High,BN,adult,CTV,60,TRUE,,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C06-96,11/7/06,High,RT,yearling,,60,TRUE,0,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C06-97a,11/8/06,High,CHIN,adult,,35,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C06-97b,11/8/06,High,CHIN,adult,IHN,60,TRUE,1,0.016666667,FCS,"Nimbus, California",38.62945175,-121.2159576
C06-97c,11/8/06,High,CHIN,adult,,60,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C06-98,11/9/06,High,CHIN,adult,,60,TRUE,0,0,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C06-99,11/9/06,High,CHIN,adult,,14,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C06-100,11/8/06,High,CHIN,NR,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C06-101,11/9/06,High,COHO,adult,,27,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C06-102,11/13/06,High,CHIN,adult,IHN,25,TRUE,1,0.04,FCS,"Nimbus, California",38.62945175,-121.2159576
C06-103a,11/14/06,High,CHIN,adult,,60,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C06-103b,11/14/06,High,CHIN,adult,IHN,60,TRUE,2,0.033333333,FCS,"Nimbus, California",38.62945175,-121.2159576
C06-103c,11/14/06,High,CHIN,adult,IHN,60,TRUE,1,0.016666667,FCS,"Nimbus, California",38.62945175,-121.2159576
C06-104,11/15/06,High,RT,2-3 yr,CTV,60,TRUE,1,0.016666667,,"Hot Creek, California",37.70129013,-118.7706528
C06-105,11/20/06,High,CHIN,adult,IHN,60,TRUE,12,0.2,sn Ab type 2/FCS,"Nimbus, California",38.62945175,-121.2159576
C06-106,11/16/06,High,CHIN,adult,,15,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C06-107,11/20/06,High,CHIN,adult,,13,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C06-108,11/20/06,High,CHIN,2-3 yr,,1,TRUE,0,0,,"Folsom Lake, California",38.74128723,-121.1215057
C06-109,11/27/06,High,CHIN,adult,Paramyxo,60,TRUE,1,0.016666667,,"Mokelumne River, California",38.1606369,-121.2084808
C06-110,11/27/06,High,CHIN,adult,,11,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C06-111a,11/27/06,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Nimbus, California",38.62945175,-121.2159576
C06-111b,11/27/06,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Nimbus, California",38.62945175,-121.2159576
C06-111c,11/27/06,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Nimbus, California",38.62945175,-121.2159576
C06-112,11/28/06,High,CHIN,2-3 yr,,1,TRUE,0,0,sera 0/1 IHN ab,"Folsom Lake, California",38.74128723,-121.1215057
C06-113,11/30/06,High,COHO,adult,,55,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C06-114,11/30/06,High,RT,adult,CTV,60,TRUE,2,0.033333333,,"Hot Creek, California",37.70129013,-118.7706528
C06-115,11/27/06,High,COHO,adult,,19,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C06-116,12/4/07,High,CHIN,adult,,2,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C06-117,12/5/07,High,RT,0,,3,TRUE,0,0,sera 0/3 IHN ab,"Folsom Lake, California",38.74128723,-121.1215057
C06-118a,12/4/07,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Nimbus, California",38.62945175,-121.2159576
C06-118b,12/4/07,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Nimbus, California",38.62945175,-121.2159576
C06-118c,12/4/07,High,CHIN,adult,IHN,60,TRUE,12,0.2,,"Nimbus, California",38.62945175,-121.2159576
C06-119,12/6/07,High,BK,yearling,,60,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C06-120,12/4/07,High,RT,adult,,30,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C06-122,12/7/07,High,CHIN,adult,IHN,60,TRUE,1,0.016666667,sn Ab type 2,"Mokelumne River, California",38.1606369,-121.2084808
C06-123,12/11/07,High,RT,adult,CTV,27,TRUE,1,0.037037037,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C06-124,12/11/07,High,RT,NR,,5,TRUE,0,0,ELT,"San Joaquin , California",36.74862289,-120.5013504
C06-125,12/12/07,High,CHIN,NR,,2,TRUE,0,0,sera 0/1 IHN ab,"Folsom Lake, California",38.74128723,-121.1215057
C06-126,12/14/07,High,BK,NR,,4,FALSE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-127,12/14/07,High,BN,NR,,4,FALSE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-128a,12/14/07,High,RT,adult,,12,FALSE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-128b,12/14/07,High,RT,adult,,4,FALSE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C06-129,12/16/07,High,SH,yearling,,55,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C06-130,12/19/07,High,CHIN,fry,,6,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C06-131,12/27/07,High,SH,adult,IHN,60,TRUE,2,0.033333333,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C06-132,12/26/07,High,SH,adult,,5,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C07-1,1/2/07,High,SH,adult,,40,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C07-2,1/4/07,High,RT,NR,,60,TRUE,0,0,ELT,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C07-3,1/5/07,High,RT,NR,,60,TRUE,0,0,,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C07-4,1/5/07,High,RT,brood,,1,TRUE,0,0,,"Darrah Springs Hatchery, California",40.43223953,-121.9827576
C07-5,1/8/07,High,KOK,fry,,5,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C07-6,1/9/07,High,SH,adult,,33,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C07-7,1/8/07,High,CHIN,NR,,1,TRUE,0,0,sera 0/1 for IHN ab,"Folsom Lake, California",38.74128723,-121.1215057
C07-8,1/16/07,High,RT,NR,,60,TRUE,0,0,,"Fillmore Trout Hatchery, California",34.39847183,-118.9133224
C07-9,1/16/07,High,RT,NR,,60,TRUE,0,0,,"Mojave River, California",35.04673767,-116.4307632
C07-10,1/22/07,High,COHO,adult,,4,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C07-11,1/24/07,High,SH,adult,IHN,10,TRUE,2,0.2,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C07-12,1/24/07,High,COHO,NR,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C07-13,1/23/07,High,SH,NR,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C07-14,1/23/07,High,COHO,brood,,8,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C07-15,1/25/07,High,SH,adult,,25,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C07-16,1/28/07,High,CHIN,0,,1,TRUE,0,0,,"Folsom Lake, California",38.74128723,-121.1215057
C07-17,1/29/07,High,SH,adult,Paramyxo,46,TRUE,1,0.02173913,,"Feather River, California",40.25603485,-121.1524277
C07-18,1/29/07,High,CHIN,fry,,32,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C07-19,1/26/07,High,CT,adult,,20,TRUE,0,0,,"HSU Hatchery, California",37.25510025,-119.6175232
C07-20,1/31/07,High,SH,adult,,7,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C07-21,2/5/07,High,SH,adult,,5,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C07-22,2/6/07,High,SH,adult,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C07-23,2/7/07,High,SH,adult,IHN,10,TRUE,2,0.2,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C07-24,2/8/07,High,CHIN,fry,,60,TRUE,0,0,Irongate,"Silverado, California",33.74740982,-117.6385727
C07-25,2/6/07,High,CT,adult,,40,TRUE,0,0,,"HSU Hatchery, California",37.25510025,-119.6175232
C07-26a,2/8/07,High,SH,yearling,,60,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C07-26b,2/8/07,High,SH,adult,,11,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C07-27,2/9/07,High,RT,adult,CTV,60,TRUE,3,0.05,ELT,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C07-28,2/12/07,High,CHIN,NR,,1,TRUE,0,0,,"Folsom Lake, California",38.74128723,-121.1215057
C07-29,2/14/07,High,SH,adult,,10,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C07-30,2/13/07,High,SH,adult,,30,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C07-31a,2/14/07,High,LMB,NR,,2,FALSE,0,0,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-31b,2/14/07,High,BG,NR,,2,FALSE,0,0,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-31c,2/14/07,High,GSH,NR,,2,FALSE,0,0,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-31d,2/14/07,High,GF,NR,,5,TRUE,0,0,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-31e,2/14/07,High,FHM,fry,GSV,5,TRUE,1,0.2,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-32,2/13/07,High,RT,adult,,60,TRUE,0,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C07-33,2/14/07,High,SH,adult,,45,TRUE,0,0,,"Mad River, California",40.45228958,-123.5088425
C07-34a,2/19/07,High,CHIN,NR,,13,TRUE,0,0,sera 0/13 for IHN ab,"Folsom Lake, California",38.74128723,-121.1215057
C07-34b,2/19/07,High,RT,NR,,1,TRUE,0,0,,"Folsom Lake, California",38.74128723,-121.1215057
C07-35,2/16/07,High,SH,adult,,2,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C07-36,2/21/07,High,KOK,fry,,60,TRUE,0,0,Stampede,"American River Hatchery, California",37.25510025,-119.6175232
C07-37,2/20/07,High,SH,adult,,5,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C07-38,2/21/07,High,SH,adult,,10,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C07-39,2/26/07,High,KOK,fry,,60,TRUE,0,0,Oregon,"Silverado, California",33.74740982,-117.6385727
C07-40,2/26/07,High,KOK,fry,,60,TRUE,0,0,Stampede,"Silverado, California",33.74740982,-117.6385727
C07-41,2/27/07,High,SH,yearling,,60,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C07-42,2/27/07,High,SH,adult,,4,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C07-43,3/1/07,High,SH,NR,,60,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C07-44,3/6/07,High,RT,adult,,60,TRUE,0,0,,"Mount Whitney Fish Hatchery, California",36.57889938,-118.2912979
C07-45,3/7/07,High,SH,NR,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C07-46,3/12/07,High,KOK,fing,,60,TRUE,0,0,Stampede Lot 1,"San Joaquin , California",36.74862289,-120.5013504
C07-47,3/13/07,High,SH,NR,,60,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C07-48,3/14/07,High,CT,yearling,,60,TRUE,0,0,,"Black Rock Hatchery, California",37.25510025,-119.6175232
C07-49,3/15/07,High,RT,adult,,60,TRUE,0,0,,"Black Rock Hatchery, California",37.25510025,-119.6175232
C07-50,3/19/07,High,KOK,fry,,60,TRUE,0,0,Oregon Wizard Falls Hatchery,"Silverado, California",33.74740982,-117.6385727
C07-51,3/19/07,High,LT,fry,,60,TRUE,0,0,"Story,WY","Silverado, California",33.74740982,-117.6385727
C07-52,3/19/07,High,CHIN,0,,1,TRUE,0,0,serum,"Folsom Lake, California",38.74128723,-121.1215057
C07-53a,3/22/07,High,BG,NR,,2,TRUE,0,0,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-53b,3/22/07,High,FHM,NR,GSV,5,TRUE,1,0.2,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-53c,3/22/07,High,FHM,NR,,5,TRUE,0,0,FHM red rosie,"Dunn's Fish , California",37.25510025,-119.6175232
C07-53d,3/22/07,High,GSH,NR, G,5,TRUE,,0,to be confirmed with Dr Goodwin,"Dunn's Fish , California",37.25510025,-119.6175232
C07-53e,3/22/07,High,GF,NR,,5,TRUE,0,0,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-53f,3/22/07,High,LMB,NR,,3,TRUE,0,0,,"Dunn's Fish , California",37.25510025,-119.6175232
C07-54,3/27/07,High,CHIN,0,,5,TRUE,0,0,serum,"Folsom Lake, California",38.74128723,-121.1215057
C07-55,3/27/07,High,COHO,fry,,60,TRUE,0,0,Aquaseed,"Silverado, California",33.74740982,-117.6385727
C07-56,3/27/07,High,KOK,fry,,60,TRUE,0,0,Washington,"Silverado, California",33.74740982,-117.6385727
C07-57,3/27/07,High,RT,fry,,60,TRUE,0,0,Hofer,"Silverado, California",33.74740982,-117.6385727
C07-58,4/17/07,High,RT,adult,,60,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C07-59,4/24/07,High,DC,NR,,20,TRUE,0,0,,"Riverside Corona Resource , California",37.25510025,-119.6175232
C07-60,5/3/07,High,RT,NR,,60,TRUE,0,0,,"Junction Reservoir, California",38.33605576,-119.4776077
C07-61,5/12/07,Low,RT,fing,,60,TRUE,0,0,,"Jess Ranch, California",37.7374644,-121.5884091
C07-62,5/16/07,High,RT,catchable,,60,TRUE,0,0,J series,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C07-63,5/17/07,High,GT,NR,,60,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C07-64,5/24/07,High,CT,adult,CTV,60,TRUE,8,0.133333333,,"Heenan Lake, California",38.65074158,-119.6596603
C07-65,6/8/07,High,SH,fry,,5,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C07-66,6/26/07,High,BB,NR,,3,TRUE,0,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C07-67,7/31/07,High,RT,adult,,60,TRUE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C07-68,8/9/07,High,CP-KOI,NR,KHV,5,TRUE,2,0.4,,"Golden State Fisheries, California",37.25510025,-119.6175232
C07-69,8/21/07,High,CHIN,0,,5,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C07-71,9/17/07,High,CHIN,adult,,60,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C07-72,9/24/07,High,CHIN,adult,IHN,60,TRUE,4,0.066666667,sn Ab type 2/SCS,"Feather River, California",40.25603485,-121.1524277
C07-73,9/27/07,High,CHIN,fing,,4,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C07-74,10/1/07,High,GSH,NR,GSV,20,TRUE,1,0.05,,"Broadway Bait/Golden State Bait, California",37.25510025,-119.6175232
C07-75,10/2/07,High,CHIN,adult,IHN,60,TRUE,8,0.133333333,FCS,"Feather River, California",40.25603485,-121.1524277
C07-76,10/3/07,High,KOK,adult ,,60,TRUE,0,0,,"Little Truckee River, California",39.47129059,-120.1038742
C07-77,10/12/07,High,CHIN,adult,IHN,8,TRUE,2,0.25,sn Ab type 2,"Feather River, California",40.25603485,-121.1524277
